S. No.,Timestamp,GAD1,GAD2,GAD3,GAD4,GAD5,GAD6,GAD7,GADE,SWL1,SWL2,SWL3,SWL4,SWL5,Platform,Hours,earnings,whyplay,League,highestleague,streams,SPIN1,SPIN2,SPIN3,SPIN4,SPIN5,SPIN6,SPIN7,SPIN8,SPIN9,SPIN10,SPIN11,SPIN12,SPIN13,SPIN14,SPIN15,SPIN16,SPIN17,Narcissism,Gender,Age,Work,Playstyle,accept,GAD_T,SWL_T,SPIN_T
2559,42054.69432,0,0,0,0,0,0,0,Somewhat difficult,3,5,6,4,4,PC,21,I play for fun,having fun,unranked,NA,6,1,0,1,2,1,1,1,0,1,0,3,1,1,1,0,1,1,2,Male,18,Student at school,Multiplayer - online - with real life friends,Accept,0,22,16
2560,42054.69435,1,1,2,0,0,1,3,Somewhat difficult,2,2,5,2,1,PC,21,"I play mostly for fun but earn a little on the side (tournament winnings, streaming, etc)",improving,Platinum 4,NA,21,0,2,1,3,3,3,4,1,3,1,3,1,2,3,3,0,1,2,Male,18,Student at college / university,Multiplayer - online - with real life friends,Accept,8,12,34
2561,42054.69436,0,0,0,0,0,0,0,NA,6,6,6,6,5,PC,20,I play for fun,having fun,GOLD,NA,10,1,1,0,0,0,0,0,0,1,0,3,1,0,1,0,1,1,1,Male,33,Employed,Multiplayer - online - with real life friends,Accept,0,29,10
2562,42054.69439,1,1,2,1,0,2,0,Not difficult at all,2,6,6,4,2,PC,24,I play for fun,winning,Silver 3,NA,20,0,1,2,3,2,3,1,2,4,2,4,1,3,3,2,0,2,2,Male,18,Student at college / university,Multiplayer - online - with online acquaintances or teammates,Accept,7,20,35
2563,42054.69441,1,1,2,1,0,0,1,Somewhat difficult,2,3,2,2,2,PC,15,I play for fun,winning,Gold 5,NA,10,0,1,0,0,1,2,0,1,3,1,3,1,2,2,3,2,NA,3,Male,21,Student at college / university,Multiplayer - online - with online acquaintances or teammates,Accept,6,11,NA
2564,42054.69442,0,1,1,0,0,1,0,Somewhat difficult,3,4,4,2,2,PC,45,I play for fun,having fun,NA,NA,5,0,4,0,1,1,1,2,2,2,2,1,0,0,2,2,0,1,1,Male,19,Student at school,Multiplayer - online - with real life friends,Accept,3,15,21
2565,42054.69442,0,0,1,0,0,0,0,Not difficult at all,6,6,6,7,6,PC,25,I play for fun,improving,Gold 2,NA,2,1,3,1,1,0,1,2,0,3,1,4,0,0,1,1,0,1,2,Male,20,Student at college / university,Multiplayer - online - with strangers,Accept,1,31,20
2566,42054.69454,0,0,0,0,0,0,0,Not difficult at all,2,3,3,1,2,PC,15,I play for fun,winning,diamond 1,NA,0,0,0,0,0,1,0,0,0,0,0,0,2,0,1,4,0,0,4,Male,18,Student at school,Multiplayer - online - with online acquaintances or teammates,Accept,0,11,8
2567,42054.69456,1,1,1,2,1,2,0,Somewhat difficult,5,6,6,5,2,PC,30,"I play mostly for fun but earn a little on the side (tournament winnings, streaming, etc)",improving,Platinum 1,NA,20,0,0,1,1,0,2,3,4,2,1,1,0,1,3,1,1,1,1,Male,19,Student at college / university,Multiplayer - online - with online acquaintances or teammates,Accept,8,24,22
2568,42054.69456,0,0,2,0,0,1,1,Somewhat difficult,2,5,6,4,1,PC,5,I play for fun,having fun,Unranked,NA,10,1,0,2,2,1,1,1,0,2,0,2,0,1,2,2,0,2,2,Male,19,Student at college / university,Multiplayer - online - with strangers,Accept,4,18,19
2569,42054.69456,0,0,2,0,0,1,1,Somewhat difficult,2,5,6,4,1,PC,5,I play for fun,having fun,Unranked,NA,10,1,0,2,2,1,1,1,0,2,0,2,0,1,2,2,0,2,2,Male,19,Student at college / university,Multiplayer - online - with strangers,Accept,4,18,19
2570,42054.69457,1,0,0,0,0,1,0,Not difficult at all,3,6,6,2,3,PC,30,I play for fun,improving,DMG,NA,10,0,1,2,3,1,3,0,2,0,1,2,0,0,2,2,0,0,4,Male,20,Student at college / university,Multiplayer - online - with strangers,Accept,2,20,19
2572,42054.6948,1,1,1,2,2,1,1,Somewhat difficult,2,4,2,6,5,PC,27,I play for fun,winning,Platinum 4,NA,8,2,3,3,2,3,3,0,2,3,2,3,3,3,3,4,0,3,2,Male,18,Student at school,Multiplayer - online - with strangers,Accept,9,19,42
2573,42054.69482,1,1,3,2,0,2,1,Extremely difficult,2,2,3,1,4,PC,5,I play for fun,having fun,Platinum,NA,10,0,1,3,3,3,3,2,2,2,0,1,3,1,3,3,0,1,2,Male,25,Student at college / university,Multiplayer - online - with strangers,Accept,10,12,31
2574,42054.69483,0,0,0,1,0,0,0,Somewhat difficult,2,6,3,2,3,PC,20,I play for fun,improving,Silver 5,NA,5,0,4,3,2,3,4,4,2,4,1,4,1,1,2,3,2,2,3,Female,20,Student at college / university,Multiplayer - online - with strangers,Accept,1,16,42
2575,42054.69483,2,1,3,0,0,1,0,Somewhat difficult,2,3,6,6,6,PC,21,I play for fun,improving,unranked :c,NA,6,1,3,1,3,0,1,1,1,3,2,1,0,0,1,1,3,1,4,Male,19,Student at college / university,Multiplayer - online - with real life friends,Accept,7,23,23
2576,42054.69487,1,2,3,3,3,3,2,Very difficult,1,2,1,1,1,PC,14,I play for fun,playing with friends,unranked,NA,13,0,2,1,1,2,2,1,1,2,0,3,1,1,1,2,0,1,1,Male,22,Student at college / university,Multiplayer - online - with online acquaintances or teammates,Accept,17,6,21
2578,42054.69492,2,3,3,1,0,2,2,Not difficult at all,2,4,2,1,1,PC,28,I play for fun,improving,Platinum IV,NA,4,0,3,0,2,2,4,2,0,4,2,4,0,0,4,3,0,4,1,Male,19,Student at college / university,Multiplayer - online - with real life friends,Accept,13,10,34
2579,42054.695,2,2,2,0,0,0,0,Somewhat difficult,2,5,2,5,2,PC,7,I play for fun,"all of those, but i guess everyone wants to win...",Gold,NA,NA,1,1,0,1,1,2,0,0,4,1,4,0,0,2,2,0,1,1,Male,19,Student at college / university,Multiplayer - online - with strangers,Accept,6,16,20
2580,42054.69501,0,0,0,0,0,0,0,Not difficult at all,6,5,6,3,2,PC,20,I play for fun,improving,Gold III,NA,20,0,0,4,4,0,0,0,4,4,0,4,0,0,3,0,2,0,2,Male,19,Student at college / university,Multiplayer - online - with real life friends,Accept,0,22,25
2581,42054.695,1,1,2,1,0,1,0,Somewhat difficult,5,7,2,2,3,PC,21,I play for fun,improving,Gold V,NA,35,1,1,3,4,2,3,0,3,4,3,1,1,3,3,4,0,0,1,Male,19,Student at college / university,Multiplayer - online - with strangers,Accept,6,19,36
2582,42054.69503,0,0,0,0,0,0,0,NA,5,4,5,4,2,PC,20,I play for fun,having fun,Platinum 3,NA,15,0,1,1,2,2,0,1,2,1,0,3,1,0,1,2,0,3,1,Male,18,Student at school,Multiplayer - online - with strangers,Accept,0,20,20
2584,42054.69506,1,1,1,1,0,0,1,Somewhat difficult,5,6,5,3,6,PC,10,I play for fun,having fun,diamond 1,NA,20,3,2,1,2,1,1,1,2,1,2,1,1,0,0,0,1,1,2,Male,20,Student at school,Multiplayer - online - with real life friends,Accept,5,25,20
2585,42054.69506,1,2,1,1,1,2,0,Not difficult at all,6,6,6,5,4,PC,10,I play for fun,winning,Platinum 2,NA,10,1,1,2,2,3,2,0,3,2,0,1,2,2,2,3,0,0,2,Male,22,Employed,Multiplayer - online - with strangers,Accept,8,27,26
2586,42054.69507,0,0,0,0,0,0,0,Not difficult at all,3,5,6,3,7,PC,21,I play for fun,All of the above :),Platinum 2,NA,7,0,NA,0,2,1,2,2,0,3,0,3,1,0,1,1,0,2,1,Male,18,Student at college / university,Multiplayer - online - with strangers,Accept,0,24,NA
2587,42054.69508,1,0,0,1,1,1,0,Not difficult at all,6,7,6,5,3,PC,10,I play for fun,having fun,Silver,NA,10,0,2,0,2,2,0,1,0,0,0,0,0,0,0,1,0,0,3,Male,25,Employed,Multiplayer - online - with real life friends,Accept,4,27,8
2588,42054.6951,0,0,0,0,2,3,2,Not difficult at all,2,2,3,2,1,PC,15,"I play mostly for fun but earn a little on the side (tournament winnings, streaming, etc)",improving,Master Tier,NA,10,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,5,Male,21,Student at college / university,Multiplayer - online - with real life friends,Accept,7,10,3
2589,42054.69512,0,0,0,0,0,0,0,Not difficult at all,1,5,2,2,1,PC,18,I play for fun,improving,Gold Division V,NA,4,1,0,1,3,1,2,1,2,2,0,2,2,0,0,3,0,0,3,Male,18,Student at school,Multiplayer - online - with strangers,Accept,0,11,20
2590,42054.69513,2,0,0,0,1,2,0,Not difficult at all,2,5,3,3,1,PC,20,I play for fun,improving,NA,NA,10,0,2,0,1,1,1,2,0,1,0,NA,0,0,0,1,0,0,1,Male,29,Employed,Multilplayer - online - all options above,Accept,5,14,NA
2591,42054.69514,2,3,3,3,0,0,2,Very difficult,2,5,3,2,1,PC,15,I play for fun,improving,platinum v,NA,10,1,3,1,4,4,4,3,1,3,4,4,2,0,2,4,0,4,1,Male,18,Student at college / university,Multiplayer - online - with strangers,Accept,13,13,44
2592,42054.69515,0,0,0,0,0,0,0,Not difficult at all,5,5,5,4,6,PC,40,I play for fun,having fun,Wood IV,NA,15,2,3,2,3,1,3,0,1,3,1,0,0,1,3,2,1,0,1,Male,20,Student at college / university,Multiplayer - online - with strangers,Accept,0,25,26
2594,42054.69521,2,0,1,0,0,2,1,Somewhat difficult,2,6,6,4,6,PC,20,I play for fun,The last 3 Choices,N/a,NA,5,0,2,0,2,1,2,0,0,0,1,4,1,0,1,0,0,0,2,Male,20,Student at college / university,Multiplayer - online - with online acquaintances or teammates,Accept,6,24,14
2595,42054.69522,0,0,0,0,0,0,0,Not difficult at all,3,4,6,4,4,PC,15,I play for fun,having fun,NA,NA,2,0,1,1,2,0,2,2,3,3,1,4,2,1,3,2,2,1,1,Male,18,Student at college / university,Multiplayer - online - with strangers,Accept,0,21,30
2596,42054.69523,0,0,0,0,0,0,0,NA,6,6,6,5,5,PC,21,I play for fun,improving,Gold 3,NA,19,0,2,0,2,0,1,4,2,1,0,1,0,1,0,4,0,3,1,Male,27,Employed,Multiplayer - online - with real life friends,Accept,0,28,21
2597,42054.69526,3,2,2,2,3,0,1,Somewhat difficult,5,3,1,2,3,PC,10,I play for fun,having fun,Unranked,NA,20,1,1,0,1,1,1,3,1,1,1,1,3,0,1,3,3,3,2,Other,21,Student at college / university,Multiplayer - online - with online acquaintances or teammates,Accept,13,14,25
2598,42054.69531,2,2,2,0,0,2,2,Extremely difficult,1,1,1,1,1,PC,50,I play for fun,having fun,NA,NA,0,0,0,0,0,3,1,0,3,0,0,0,0,0,3,3,0,2,2,Female,21,Student at college / university,Multiplayer - online - with online acquaintances or teammates,Accept,10,5,15
2599,42054.69534,2,3,2,2,0,1,2,Very difficult,2,2,2,2,2,PC,25,I play for fun,relaxing,Gold 1,NA,3,2,1,2,4,0,3,0,3,3,1,4,1,1,2,3,1,0,3,Male,18,Student at school,Multiplayer - online - with real life friends,Accept,12,10,31
2600,42054.69537,0,1,1,0,0,1,0,Not difficult at all,4,5,4,5,2,PC,21,I play for fun,having fun,gold 1,NA,4,0,1,1,1,0,0,0,0,1,1,1,0,0,0,2,0,1,1,Male,24,Student at college / university,Multiplayer - online - with real life friends,Accept,3,20,9
2602,42054.69537,0,0,0,0,0,0,0,Not difficult at all,3,6,4,2,1,PC,20,I play for fun,having fun,LE / Gold,NA,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,2,Male,26,Employed,Multiplayer - online - with real life friends,Accept,0,16,3
2603,42054.69541,0,0,1,0,0,0,1,Not difficult at all,7,7,7,5,2,PC,17,I play for fun,improving,NA,NA,17,1,0,0,0,0,1,1,1,1,0,1,0,0,0,1,0,1,2,Male,19,Student at college / university,Multiplayer - online - with online acquaintances or teammates,Accept,2,28,8
2604,42054.69543,3,1,1,0,0,0,3,Somewhat difficult,2,4,3,3,1,PC,35,I play for fun,improving,plat,NA,10,1,0,3,3,0,4,0,3,4,4,3,0,0,2,1,0,0,1,Male,18,Student at college / university,Multiplayer - online - with strangers,Accept,8,13,28
2605,42054.69544,0,0,1,1,0,3,2,Somewhat difficult,1,1,1,1,1,PC,50,I play for fun,having fun,Plat 3,NA,10,1,0,1,2,3,3,3,1,1,0,0,3,0,1,1,0,NA,2,Male,20,Employed,Multiplayer - online - with real life friends,Accept,7,5,NA
2606,42054.69545,1,0,0,1,0,1,0,Somewhat difficult,5,5,5,2,2,PC,20,I play for fun,having fun,Was gold 4,NA,2,0,1,2,3,1,4,1,2,3,1,2,1,2,3,3,0,0,2,Male,19,Student at college / university,Multiplayer - online - with real life friends,Accept,3,19,29
2607,42054.69545,1,0,0,0,0,0,0,Not difficult at all,5,6,6,5,4,PC,10,I play for fun,having fun,Unranked,NA,10,1,0,0,1,1,1,0,0,0,1,0,0,0,1,1,1,0,1,Male,22,Student at college / university,Singleplayer,Accept,1,26,8
2608,42054.69544,1,2,1,1,0,2,2,Somewhat difficult,5,4,3,2,2,PC,4,I play for fun,improving,Silver 5,NA,2,1,3,3,2,1,2,1,1,1,2,2,0,1,2,1,0,1,1,Male,18,Student at school,Multiplayer - online - with strangers,Accept,9,16,24
2609,42054.69553,0,0,0,1,1,2,1,Somewhat difficult,4,4,5,3,7,PC,38,I want to earn money while playing,improving,gold,NA,15,1,4,3,3,2,4,2,4,3,4,3,4,1,2,1,1,1,3,Male,18,Student at college / university,Multiplayer - online - with real life friends,Accept,5,23,43
2611,42054.69555,0,0,0,1,1,1,0,Not difficult at all,3,5,3,2,2,PC,10,I play for fun,winning,silver 1,NA,12,1,1,1,2,1,1,0,1,3,1,1,0,0,1,2,0,0,1,Male,18,Student at school,Multiplayer - online - with strangers,Accept,3,15,16
2612,42054.69558,1,1,1,1,0,1,1,Not difficult at all,2,4,2,2,1,PC,7,I play for fun,having fun,Silver 2,NA,10,0,0,2,3,2,2,0,2,2,1,2,1,0,1,0,1,0,1,Male,28,Employed,Multiplayer - online - with real life friends,Accept,6,11,19
2613,42054.6956,0,0,1,0,0,1,0,Not difficult at all,4,6,5,5,3,PC,28,I play for fun,improving,Diamond (LOL),NA,2,0,2,1,2,2,1,1,0,1,1,0,1,0,2,3,0,0,1,Male,19,Student at college / university,Multiplayer - online - with strangers,Accept,2,23,17
2614,42054.6956,0,1,1,0,0,1,0,Somewhat difficult,2,5,2,4,2,PC,25,I play for fun,having fun,Platinum,NA,10,0,1,1,3,0,3,2,3,4,0,4,0,0,2,2,0,2,2,Male,18,Student at school,Multiplayer - online - with real life friends,Accept,3,15,27
2615,42054.69564,1,0,1,0,0,1,0,Somewhat difficult,5,4,3,2,1,PC,5,I play for fun,having fun,NA,NA,5,3,2,1,3,2,4,0,2,4,2,4,1,0,3,2,2,4,1,Male,27,Student at college / university,Multiplayer - online - with strangers,Accept,3,15,39
2616,42054.69566,0,0,0,0,0,0,0,NA,7,7,7,7,7,PC,15,I play for fun,improving,Gold IV,NA,1,0,0,0,2,1,0,0,0,1,0,0,0,0,0,0,0,0,1,Male,22,Employed,Multiplayer - online - with real life friends,Accept,0,35,4
2617,42054.69567,0,0,0,1,1,0,0,Somewhat difficult,1,1,1,1,1,PC,20,I play for fun,winning,gold,NA,4,2,1,2,3,2,4,2,2,1,1,1,0,0,1,3,0,0,2,Male,23,Unemployed / between jobs,Multiplayer - online - with strangers,Accept,2,5,25
2618,42054.69569,0,0,1,0,0,0,0,Not difficult at all,5,4,6,6,4,PC,15,I play for fun,having fun,Silver IV,NA,11,0,2,1,0,1,0,0,0,0,0,3,1,0,0,1,0,1,1,Male,19,Student at college / university,Multiplayer - online - with real life friends,Accept,1,25,10
2621,42054.69572,0,0,0,0,0,0,0,NA,5,6,4,6,1,PC,20,I play for fun,improving,Plat 3,NA,10,1,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,3,Male,18,Student at school,Multiplayer - online - with real life friends,Accept,0,22,4
2622,42054.69574,0,0,1,1,0,1,0,Not difficult at all,6,6,5,5,6,PC,18,I play for fun,having fun,Silver 1,NA,12,0,0,0,1,1,0,0,0,0,1,0,2,0,0,0,0,0,4,Male,24,Student at college / university,Multiplayer - online - with real life friends,Accept,3,28,5
2623,42054.69577,1,0,0,0,0,1,0,Not difficult at all,3,5,6,5,5,PC,35,I play for fun,winning,Gold,NA,8,2,3,2,2,1,1,2,0,2,3,4,1,0,1,0,3,3,3,Male,18,Employed,Multiplayer - online - with online acquaintances or teammates,Accept,2,24,30
2624,42054.69577,1,1,1,1,1,1,0,Somewhat difficult,5,3,5,5,3,PC,20,I play for fun,winning,Gold,NA,10,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,1,0,2,Male,20,Student at college / university,Multiplayer - online - with strangers,Accept,6,21,5
2625,42054.69577,0,0,0,0,0,1,0,Not difficult at all,5,5,7,6,1,PC,10,I play for fun,winning,"unranked, silver 5 last season",NA,3,1,0,0,2,0,0,0,0,1,0,2,0,0,0,0,0,0,1,Male,18,Student at college / university,Multiplayer - online - with real life friends,Accept,1,24,6
2626,42054.6958,0,0,0,0,0,1,0,Not difficult at all,4,5,6,4,3,PC,14,I play for fun,having fun,unranked (former diamond),NA,35,0,0,0,2,1,0,0,1,1,0,3,0,0,1,1,0,0,2,Male,19,Student at college / university,Multiplayer - online - with real life friends,Accept,1,22,10
2627,42054.69584,0,0,0,1,0,3,0,Somewhat difficult,5,6,6,6,4,PC,35,I play for fun,winning,Diamond V,NA,7,1,1,0,1,4,0,0,1,1,0,0,2,0,2,1,0,1,1,Male,18,Student at college / university,Multiplayer - online - with online acquaintances or teammates,Accept,4,27,15
2628,42054.69585,1,3,1,0,0,1,1,Extremely difficult,5,3,2,1,3,PC,20,I play for fun,winning,gold 1,NA,10,1,0,1,2,2,0,2,1,0,0,0,0,0,0,2,2,3,3,Male,18,Student at school,Multiplayer - online - with real life friends,Accept,7,14,16
2629,42054.69587,2,0,1,0,0,2,0,Somewhat difficult,3,3,2,4,2,PC,20,"I play mostly for fun but earn a little on the side (tournament winnings, streaming, etc)",having fun,Platinum,NA,1,2,1,3,4,3,1,0,2,2,1,4,1,1,0,0,1,1,1,Male,19,Student at school,Multiplayer - online - with real life friends,Accept,5,14,27
2631,42054.69592,2,1,3,2,0,3,1,Somewhat difficult,1,2,1,1,1,PC,56,I play for fun,relaxing,Gold,NA,NA,2,3,4,4,4,4,2,4,4,1,2,4,0,4,4,2,4,1,Male,18,Student at school,Multiplayer - online - with strangers,Accept,12,6,52
2632,42054.69592,0,1,0,1,0,0,0,Not difficult at all,5,7,7,7,7,PC,25,I play for fun,having fun,Gold,NA,4,0,0,1,1,0,0,0,1,2,0,0,0,0,0,0,0,0,1,Male,19,Student at college / university,Multiplayer - online - with strangers,Accept,2,33,5
2633,42054.69594,2,2,2,1,0,0,0,Very difficult,5,5,3,5,6,PC,10,I play for fun,having fun,Silver 2,NA,6,2,2,4,4,4,4,2,4,4,3,4,4,2,4,4,4,2,1,Male,26,Employed,Multiplayer - online - with real life friends,Accept,7,24,57
2634,42054.69594,0,0,1,0,0,1,0,Not difficult at all,5,6,4,3,6,PC,20,I play for fun,having fun,plat 4,NA,3,1,1,0,1,3,3,0,0,3,2,1,3,1,2,3,0,2,2,Male,19,Student at college / university,Multiplayer - online - with real life friends,Accept,2,24,26
2635,42054.696,0,0,0,0,0,0,0,NA,7,7,6,6,6,PC,32,I play for fun,winning,Gold 2,NA,3,0,0,3,0,0,0,1,4,4,0,3,0,0,0,0,0,0,5,Male,19,Student at college / university,Multiplayer - online - with online acquaintances or teammates,Accept,0,32,15
2636,42054.69601,2,2,2,2,3,0,2,Very difficult,2,2,3,6,3,PC,40,I play for fun,improving,Silver 2,NA,20,0,2,1,2,3,1,3,2,0,0,0,1,0,1,0,0,1,4,Male,21,Unemployed / between jobs,Multiplayer - online - with real life friends,Accept,13,16,17
2639,42054.69606,0,0,1,0,0,2,0,Somewhat difficult,6,6,6,6,2,PC,45,I play for fun,improving,Diamond V,NA,2,1,0,2,1,2,0,0,3,2,1,3,2,0,3,2,2,2,1,Male,18,Student at school,Multiplayer - online - with strangers,Accept,3,26,26
2640,42054.69609,3,2,2,3,1,1,1,Extremely difficult,1,1,2,1,1,PC,50,I play for fun,having fun,NA,NA,10,1,3,3,2,4,1,3,1,4,0,4,4,3,3,4,1,3,1,Male,23,Unemployed / between jobs,Multiplayer - online - with real life friends,Accept,13,6,44
2641,42054.69609,0,0,0,0,0,1,0,Not difficult at all,1,2,3,1,2,PC,1,I play for fun,winning,n/a,NA,8,1,1,1,0,1,1,1,0,0,1,0,0,0,0,0,0,0,2,Male,26,Employed,Singleplayer,Accept,1,9,7
2642,42054.69611,0,0,0,0,0,0,0,NA,5,6,6,3,6,PC,20,I play for fun,having fun,None,NA,5,0,1,1,2,3,2,1,0,0,0,2,1,0,1,4,0,1,1,Male,30,Employed,Multiplayer - online - with strangers,Accept,0,26,19
2643,42054.69614,0,0,0,0,0,1,0,Somewhat difficult,5,6,6,5,4,PC,20,I play for fun,having fun,Gold 2,NA,10,1,3,0,0,1,0,1,0,0,0,3,0,0,0,0,0,0,3,Male,19,Student at college / university,Multiplayer - online - with online acquaintances or teammates,Accept,1,26,9
2644,42054.69617,2,2,3,1,1,1,2,Not difficult at all,6,7,5,7,6,PC,5,I play for fun,winning,Unranked,NA,3,1,4,0,1,1,1,3,0,0,0,1,1,0,2,4,1,2,3,Female,18,Student at school,Multiplayer - online - with strangers,Accept,12,31,22
2645,42054.69621,0,1,2,0,0,1,0,Not difficult at all,6,6,6,7,5,PC,14,I play for fun,having fun,NA,NA,2,0,0,0,1,0,1,1,0,0,1,0,0,0,0,1,0,0,3,Male,25,Employed,Multiplayer - online - with real life friends,Accept,4,30,5
2646,42054.69621,2,2,2,0,0,1,2,Somewhat difficult,4,5,6,5,7,PC,15,I play for fun,improving,Plat,NA,20,2,3,4,3,1,3,1,2,1,2,3,0,0,1,1,0,3,1,Male,19,Student at college / university,Multiplayer - online - with real life friends,Accept,9,27,30
2647,42054.69627,2,1,1,1,0,0,1,Not difficult at all,2,4,2,2,2,PC,15,"I play mostly for fun but earn a little on the side (tournament winnings, streaming, etc)",improving,Diamond,NA,4,1,2,3,3,2,3,3,3,3,1,4,2,1,3,2,1,1,1,Male,21,Unemployed / between jobs,Multiplayer - online - with real life friends,Accept,6,12,38
2648,42054.69629,3,3,3,3,2,3,3,Very difficult,1,1,1,1,1,PC,8,I play for fun,having fun,NA,NA,10,2,3,2,2,4,4,4,3,3,1,4,4,3,3,4,4,4,3,Female,18,Student at school,Multiplayer - online - with real life friends,Accept,20,5,54
2649,42054.69631,0,0,0,0,1,0,0,Not difficult at all,5,4,3,2,5,PC,15,I play for fun,improving,Plat II,NA,5,0,0,0,2,1,2,0,2,0,0,0,0,0,0,0,0,0,3,Male,18,Student at school,Multiplayer - online - with real life friends,Accept,1,19,7
2650,42054.69631,3,2,2,2,1,1,2,Very difficult,5,5,2,2,3,PC,8,I play for fun,having fun,Silver,NA,8,0,1,2,2,3,2,1,2,1,2,1,1,3,3,2,0,3,1,Male,25,Employed,Multiplayer - online - with online acquaintances or teammates,Accept,13,17,29
2652,42054.69637,0,0,1,1,0,0,0,Somewhat difficult,3,5,5,3,1,PC,20,I play for fun,improving,Platinum,NA,10,1,3,2,2,1,2,2,3,2,1,4,0,0,1,3,1,3,3,Male,19,Student at college / university,Multiplayer - online - with online acquaintances or teammates,Accept,2,17,31
2653,42054.69641,0,0,0,0,1,0,0,Not difficult at all,5,4,3,2,5,PC,15,I play for fun,improving,Plat II,NA,5,0,0,0,2,1,2,0,2,0,0,0,0,0,0,0,0,0,3,Male,18,Student at school,Multiplayer - online - with real life friends,Accept,1,19,7
2654,42054.69643,1,1,0,0,0,0,0,Somewhat difficult,6,7,7,6,6,PC,17,I play for fun,having fun,Gold V,NA,4,1,3,2,3,1,4,4,1,1,0,3,2,0,1,3,0,2,2,Female,18,Student at school,Multiplayer - online - with real life friends,Accept,2,32,31
2655,42054.69643,0,0,1,1,0,0,0,Not difficult at all,5,6,5,4,3,PC,20,I play for fun,having fun,Gold,NA,7,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,2,Male,25,Student at college / university,Multiplayer - online - with online acquaintances or teammates,Accept,2,23,3
2656,42054.69644,1,0,1,0,0,0,0,Not difficult at all,3,2,5,2,1,PC,20,I play for fun,improving,Gold 2,NA,5,1,3,1,2,0,3,3,1,3,1,3,0,0,0,2,0,1,1,Male,18,Student at school,Multiplayer - online - with real life friends,Accept,2,13,24
2658,42054.69651,0,0,0,0,0,1,0,Not difficult at all,6,6,7,6,2,PC,8,I play for fun,improving,Gold ,NA,8,0,1,0,2,0,0,0,1,0,0,1,0,0,1,1,0,0,3,Male,23,Employed,Multiplayer - online - with strangers,Accept,1,27,7
2659,42054.69654,0,1,0,0,0,1,0,Not difficult at all,5,5,3,3,6,PC,10,I play for fun,having fun,Silver,NA,11,1,1,1,1,1,2,1,0,1,1,0,1,1,2,2,0,1,1,Male,18,Student at college / university,Multiplayer - online - with real life friends,Accept,2,22,17
2660,42054.69655,0,0,1,0,0,0,0,Not difficult at all,5,5,4,2,7,PC,20,I play for fun,having fun,Platinum III,NA,5,1,0,0,2,1,0,0,0,0,0,0,0,0,1,1,0,0,1,Male,18,Student at college / university,Multiplayer - online - with online acquaintances or teammates,Accept,1,23,6
2661,42054.69657,1,0,0,1,0,1,0,Not difficult at all,3,6,3,2,5,PC,16,I play for fun,having fun,NA,NA,10,2,1,1,4,3,2,3,1,0,3,0,4,0,3,3,2,0,4,Male,27,Student at college / university,Singleplayer,Accept,3,19,32
